sku,product_type,name,out_of_stock_qty,use_config_min_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,associated_skus
6010635,simple,BARRA RED TREF 1/4 (6.35mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6010794,simple,BARRA RED TREF 5/16 (7.94mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6010952,simple,BARRA RED TREF 3/8 (9.52mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6011270,simple,BARRA RED TREF 1/2 (12.70mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6011588,simple,BARRA RED TREF 5/8 (15.88mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6011905,simple,BARRA RED TREF 3/4 (19.05mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6012222,simple,BARRA RED TREF 7/8 (22.22mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6012540,simple,BARRA RED TREF 1 (25.40mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6012857,simple,BARRA RED TREF 1.1/8 (28.58mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6013175,simple,BARRA RED TREF 1.1/4 (31.75mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6013810,simple,BARRA RED TREF 1.1/2 (38.10mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6014445,simple,BARRA RED TREF 1.3/4 (44.45mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6015080,simple,BARRA RED TREF 2 (50.80mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6016350,simple,BARRA RED TREF 2.1/2 (63.50mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6017620,simple,BARRA RED TREF 3 (76.20mm) 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
601,grouped,Barra Redonda Trefilada - Aço 1020,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"6010635=0.000000,6010794=0.000000,6010952=0.000000,6011270=0.000000,6011588=0.000000,6011905=0.000000,6012222=0.000000,6012540=0.000000,6012857=0.000000,6013175=0.000000,6013810=0.000000,6014445=0.000000,6015080=0.000000,6016350=0.000000,6017620=0.000000"
6021270,simple,BARRA RED TREF 1/2 (12.70mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6021555,simple,BARRA RED TREF 5/8 (15.88mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6021905,simple,BARRA RED TREF 3/4 (19.05mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6022222,simple,BARRA RED TREF 7/8 (22.22mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6022540,simple,BARRA RED TREF 1 (25.40mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6022857,simple,BARRA RED TREF 1.1/8 (28.58mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6023175,simple,BARRA RED TREF 1.1/4 (31.75mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6023810,simple,BARRA RED TREF 1.1/2 (38.10mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6024445,simple,BARRA RED TREF 1.3/4 (44.45mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6025080,simple,BARRA RED TREF 2 (50.80mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6026350,simple,BARRA RED TREF 2.1/2 (63.50mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6027620,simple,BARRA RED TREF 3 (76.20mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
602,grouped,Barra Redonda Trefilada - Aço 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"6021270=0.000000,6021555=0.000000,6021905=0.000000,6022222=0.000000,6022540=0.000000,6022857=0.000000,6023175=0.000000,6023810=0.000000,6024445=0.000000,6025080=0.000000,6026350=0.000000,6027620=0.000000"
6043175,simple,BARRA REDONDA 1.1/4 (31.75mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
6045398,simple,BARRA REDONDA 2.1/8 (53.98mm) 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
604,grouped,Barra Redonda AÇO 1045,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"6043175=0.000000,6045398=0.000000"
7010304,simple,VIGA U 3 (76.2 x 4.32mm) 1 ALMA,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7010405,simple,VIGA U 4 (101.6 x 4.67mm) 1 ALMA,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7010605,simple,VIGA U 6 (152.4 x 5.10mm) 1 ALMA,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7010679,simple,VIGA U 6 (152.4 X 7.98MM) 2 ALMA,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
701,grouped,Viga U,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"7010304=0.000000,7010405=0.000000,7010605=0.000000,7010679=0.000000"
7020304,simple,VIGA I 3 (76.2 x 4.32mm) 1 ALMA,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7020405,simple,VIGA I 4 (101.6 x 4.90mm) 1 ALMA,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7020464,simple,VIGA I 4 (101.6 x 6.43mm) 2 ALMA,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7020505,simple,VIGA I 5 (127 x 5.43mm) 1 ALMA,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7020606,simple,VIGA I 6 (152.4 x 5.89mm) 1 ALMA,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7020687,simple,VIGA I 6 (152.4 x 8.71mm) 2 ALMA,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
702,grouped,Viga I,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"7020304=0.000000,7020405=0.000000,7020464=0.000000,7020505=0.000000,7020606=0.000000,7020687=0.000000"
7031513,simple,PERFIL W ESTR 150 x 13.0 (148x100x4.3mm),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7031518,simple,PERFIL W ESTR 150 x 18.0 (153x102x5.8mm),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7032015,simple,PERFIL W ESTR 200 x 15.0 (200x100x4.3mm),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7032022,simple,PERFIL W ESTR 200 x 22.5 (206x102x6.2mm),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7032026,simple,PERFIL W ESTR 200 x 26.6 (207x133x5.8mm),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7032525,simple,PERFIL W ESTR 250 x 25.3 (257x102x6.1mm),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7032532,simple,PERFIL W ESTR 250 x 32.7 (258x146x6.1mm),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7033123,simple,PERFIL W ESTR 310 x 23.8 (305x101x5.6mm),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
7033132,simple,PERFIL W ESTR 310 x 32.7 (313x102x6.6mm),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
703,grouped,Perfil W Estrutural (I/H),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"7031513=0.000000,7031518=0.000000,7032015=0.000000,7032022=0.000000,7032026=0.000000,7032525=0.000000,7032532=0.000000,7032538=0.000000,7033123=0.000000,7033132=0.000000"
8011200,simple,CHAPA PRETA (LQ) N 12 (2.65mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011202,simple,CHAPA PRETA (LQ) N 12 (2.65mm) 3 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011400,simple,CHAPA PRETA (LQ) N 14 (2.00mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011401,simple,CHAPA PRETA (LQ) N 14 (2.00mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011402,simple,CHAPA PRETA (LQ) N 14 (2.00mm) 3 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011600,simple,CHAPA PRETA (LQ) N 16 (1.50mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011601,simple,CHAPA PRETA (LQ) N 16 (1.50mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011605,simple,CHAPA PRETA (LQ) N 16 (1.50mm) 3 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011800,simple,CHAPA PRETA (LQ) N 18 (1.20mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011801,simple,CHAPA PRETA (LQ) N 18 (1.20mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011802,simple,CHAPA PRETA (LQ) N 18 (1.20mm) 3 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011803,simple,CHAPA PRETA (LQ) N 18 (1.20MM) 3 X 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8012000,simple,CHAPA PRETA (LQ) N 20 (0.90mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8012001,simple,CHAPA PRETA (LQ) N 20 (0.90mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8012200,simple,CHAPA PRETA (LQ) N 22 (0.75mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8011,grouped,Chapa Fina,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"8011200=0.000000,8011202=0.000000,8011400=0.000000,8011401=0.000000,8011402=0.000000,8011600=0.000000,8011601=0.000000,8011605=0.000000,8011800=0.000000,8011801=0.000000,8011802=0.000000,8011803=0.000000,8012000=0.000000,8012001=0.000000,8012200=0.000000"
8020318,simple,CHAPA GROSSA (LQ) 1/8 (3.00mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020319,simple,CHAPA GROSSA (LQ) 1/8 (3.00mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020320,simple,CHAPA GROSSA (LQ) 1/8 (3.00mm) 3 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020321,simple,CHAPA GROSSA (LQ) 1/8 (3.00mm) 3 x 1.50,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020476,simple,CHAPA GROSSA (LQ) 3/16 (4.75mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020477,simple,CHAPA GROSSA (LQ) 3/16 (4.75mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020478,simple,CHAPA GROSSA (LQ) (4.75mm) 3 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020480,simple,CHAPA GROSSA (LQ) 3/16 (4.75mm) 3 x 1.50,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020635,simple,CHAPA GROSSA (LQ) 1/4 (6.30mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020636,simple,CHAPA GROSSA (LQ) 1/4 (6.30mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020637,simple,CHAPA GROSSA (LQ) 1/4 (6.30mm) 3 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020638,simple,CHAPA GROSSA (LQ) 1/4 (6.30MM) 3 X 1.50,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020794,simple,CHAPA GROSSA (LQ) 5/16 (8.00mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020795,simple,CHAPA GROSSA (LQ) 5/16 (8.00mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020953,simple,CHAPA GROSSA (LQ) 3/8 (9.50mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8020954,simple,CHAPA GROSSA (LQ) 3/8 (9.50mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8021270,simple,CHAPA GROSSA (LQ) 1/2 (12.50mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8021271,simple,CHAPA GROSSA (LQ) 1/2 (12.50mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8021587,simple,CHAPA GROSSA (LQ) 5/8 (16.00mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
802,grouped,Chapa Grossa,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"8020318=0.000000,8020319=0.000000,8020320=0.000000,8020321=0.000000,8020476=0.000000,8020477=0.000000,8020478=0.000000,8020480=0.000000,8020635=0.000000,8020636=0.000000,8020637=0.000000,8020638=0.000000,8020794=0.000000,8020795=0.000000,8020953=0.000000,8020954=0.000000,8021270=0.000000,8021271=0.000000,8021587=0.000000"
8031200,simple,CHAPA XADREZ N 12 (2.65mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8031203,simple,CHAPA XADREZ N 12 (2.65mm) 3 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8033180,simple,CHAPA XADREZ 1/8 (3.00mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8033181,simple,CHAPA XADREZ 1/8 (3.00mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8033184,simple,CHAPA XADREZ 1/8 (3.00mm) 3 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8034760,simple,CHAPA XADREZ 3/16 (4.75mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8034761,simple,CHAPA XADREZ 3/16 (4.75mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8034763,simple,CHAPA XADREZ 3/16 (4.75mm) 3 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
8036350,simple,CHAPA XADREZ 1/4 (6.30mm) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
803,grouped,Chapa Xadrez de Aço,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"8031200=0.000000,8031203=0.000000,8033180=0.000000,8033181=0.000000,8033184=0.000000,8034760=0.000000,8034761=0.000000,8034763=0.000000,8036350=0.000000"
9011400,simple,CHAPA GALV N 14 (1.95mm) 2 X 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9011401,simple,CHAPA GALV N 14 (1.95mm) 2 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9011402,simple,CHAPA GALV N 14 (1.95mm) 3 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9011600,simple,CHAPA GALV N 16 (1.55mm) 2 X 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9011601,simple,CHAPA GALV N 16 (1.55mm) 2 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9011602,simple,CHAPA GALV N 16 (1.55mm) 3 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9011800,simple,CHAPA GALV N 18 (1.25mm) 2 X 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9011802,simple,CHAPA GALV N 18 (1.25mm) 2 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9011804,simple,CHAPA GALV N 18 (1.25mm) 3 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012000,simple,CHAPA GALV N 20 (0.95mm) 2 X 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012002,simple,CHAPA GALV N 20 (0.95mm) 2 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012003,simple,CHAPA GALV N 20 (0.95mm) 3 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012200,simple,CHAPA GALV N 22 (0.80mm) 2 X 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012201,simple,CHAPA GALV N 22 (0.80mm) 2 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012203,simple,CHAPA GALV N 22 (0.80mm) 3 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012400,simple,CHAPA GALV N 24 (0.65mm) 2 X 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012600,simple,CHAPA GALV N 26 (0.50mm) 2 X 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012601,simple,CHAPA GALV N 26 (0.50mm) 2 X 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012800,simple,CHAPA GALV N 28 (0.43mm) 2 X 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9012801,simple,CHAPA GALV N 28 (0.43MM) 2 x 1.20,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9013000,simple,CHAPA GALV N 30 (0.35mm) 2 x 1,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
901,grouped,Chapa Galvanizada,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"9011400=0.000000,9011401=0.000000,9011402=0.000000,9011600=0.000000,9011601=0.000000,9011602=0.000000,9011800=0.000000,9011802=0.000000,9011804=0.000000,9012000=0.000000,9012002=0.000000,9012003=0.000000,9012200=0.000000,9012201=0.000000,9012203=0.000000,9012400=0.000000,9012600=0.000000,9012601=0.000000,9012800=0.000000,9012801=0.000000,9013000=0.000000"
9022712,simple,CHAPA ROLO N 26 (0.50mm) 120 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022730,simple,CHAPA ROLO N 26 (0.50mm) 30 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022740,simple,CHAPA ROLO N 26 (0.50mm) 40 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022750,simple,CHAPA ROLO N 26 (0.50mm) 50 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022760,simple,CHAPA ROLO N 26 (0.50mm) 60 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022770,simple,CHAPA ROLO N 26 (0.50mm) 70 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022780,simple,CHAPA ROLO N 26 (0.50mm) 80 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022912,simple,CHAPA ROLO N 28 (0.43MM) 120 CM,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022920,simple,CHAPA ROLO N 28 (0.43mm) 20 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022930,simple,CHAPA ROLO N 28 (0.43mm) 30 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022940,simple,CHAPA ROLO N 28 (0.43mm) 40 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022960,simple,CHAPA ROLO N 28 (0.43mm) 60 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022970,simple,CHAPA ROLO N 28 (0.43mm) 70 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022980,simple,CHAPA ROLO N 28 (0.43mm) 80 cm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
9022,grouped,Chapa Rolo,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"9022712=0.000000,9022730=0.000000,9022740=0.000000,9022750=0.000000,9022760=0.000000,9022770=0.000000,9022780=0.000000,9022912=0.000000,9022920=0.000000,9022930=0.000000,9022940=0.000000,9022960=0.000000,9022970=0.000000,9022980=0.000000,9022799=0.000000,9022999=0.000000,9022950=0.000000"
10025040,simple,PERFIL STANLEY 40x50x18x8 (1.10mm),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
1002,grouped,Perfil Stanley,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,10025040=0.000000
10031213,simple,FORMA P/ TRELICA (120x125x30x2mm) 6m,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
1003,grouped,Forma para Treliça,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,10031213=0.000000
10062020,simple,PERFIL U 2 SIMP 2.00mm (50x25),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10062030,simple,PERFIL U 3 SIMP 2.00mm (75x40),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10062040,simple,PERFIL U 4 SIMP 2.00mm (100x40),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10062050,simple,PERFIL U 5 SIMP 2.00mm (127x50),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10062620,simple,PERFIL U 2 SIMP 2.65mm (50x25),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10062630,simple,PERFIL U 3 SIMP 2.65mm (75x40),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10062640,simple,PERFIL U 4 SIMP 2.65mm (100x40),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10062650,simple,PERFIL U 5 SIMP 2.65mm (127x50),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10062660,simple,PERFIL U 6 SIMP 2.65mm (150x50),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10063030,simple,PERFIL U 3 SIMP 3.00mm (75x40),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10063040,simple,PERFIL U 4 SIMP 3.00mm (100x40),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10063050,simple,PERFIL U 5 SIMP 3.00mm (127x50),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10063060,simple,PERFIL U 6 SIMP 3.00mm (150x50),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10066730,simple,PERFIL U 3 SIMP 4.75mm (75x40),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10067540,simple,PERFIL U 4 SIMP 4.75mm (100x40),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10067550,simple,PERFIL U 5 SIMP 4.75mm (127x50),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10067560,simple,PERFIL U 6 SIMP 4.75mm (150x50),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
1006,grouped,Perfil U Simples,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"10062020=0.000000,10062030=0.000000,10062040=0.000000,10062050=0.000000,10062620=0.000000,10062630=0.000000,10062640=0.000000,10062650=0.000000,10062660=0.000000,10063030=0.000000,10063040=0.000000,10063050=0.000000,10063060=0.000000,10066730=0.000000,10067540=0.000000,10067550=0.000000,10067560=0.000000"
10072020,simple,PERFIL U 2 ENRIJ 2.00mm (50x25x10),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10072030,simple,PERFIL U 3 ENRIJ 2.00mm (75x40x15),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10072040,simple,PERFIL U 4 ENRIJ 2.00mm (100x40x15),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10072050,simple,PERFIL U 5 ENRIJ 2.00mm (127x50x20),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10072240,simple,PERFIL U 4 ENRIJ 2.25mm (100x40x15),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10072620,simple,PERFIL U 2 ENRIJ 2.65mm (50x25x10),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10072630,simple,PERFIL U 3 ENRIJ 2.65mm (75x40x15),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10072640,simple,PERFIL U 4 ENRIJ 2.65mm (100x40x15),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10072650,simple,PERFIL U 5 ENRIJ 2.65mm (127x50x20),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10072660,simple,PERFIL U 6 ENRIJ 2.65mm (150x60x20),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10073030,simple,PERFIL U 3 ENRIJ 3.00mm (75x40x15),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10073040,simple,PERFIL U 4 ENRIJ 3.00mm (100x40x15),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10073050,simple,PERFIL U 5 ENRIJ 3.00mm (127x50x20),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10073060,simple,PERFIL U 6 ENRIJ 3.00mm (150x60x20),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
1007,grouped,Perfil U Enrijecido,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"10072020=0.000000,10072030=0.000000,10072040=0.000000,10072050=0.000000,10072240=0.000000,10072620=0.000000,10072630=0.000000,10072640=0.000000,10072650=0.000000,10072660=0.000000,10073030=0.000000,10073040=0.000000,10073050=0.000000,10073060=0.000000"
10082030,simple,PERFIL U 3 ENC 2.00mm (68x30),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
10082040,simple,PERFIL U 4 ENC 2.00mm (93x30),0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
1008,grouped,Perfil de Encaixe,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,"10082030=0.000000,10082040=0.000000"
11041270,simple,TUBO PAT 1/2 (21.30) 2.00mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11041905,simple,TUBO PAT 3/4 (26.70) 2.00mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11042540,simple,TUBO PAT 1 (33.40) 2.00mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11043175,simple,TUBO PAT 1.1/4 (42.20) 2.00mm ,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11043810,simple,TUBO PAT 1.1/2 (48.30) 2.00mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11045080,simple,TUBO PAT 2 (60.30) 2.00mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11046350,simple,TUBO PAT 2.1/2 (76.20) 2.00mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11047620,simple,TUBO PAT 3 (88.90) 2.00mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11062540,simple,TUBO PAT 1 (33.40) PAR 2.65mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11063175,simple,TUBO PAT 1.1/4 (42.20) 2.65mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11063810,simple,TUBO PAT 1.1/2 (48.30) 2.65mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11065080,simple,TUBO PAT 2 (60.30) 2.65mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11066350,simple,TUBO PAT 2.1/2 (76.20) 2.65mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
11067620,simple,TUBO PAT 3 (88.90) 2.65mm,0.0000,1,10.000.000,0,1,0.0000,0,,,,,,,
